,index,Sample,Nucleotide,Timepoint,Plate,FileNumber,filename,time,fu,nt,peak_idx,widths,loc_curated,w_curated,peak_nts,peak_area,backgd_area,peak_area_backsub,total_area,frac_intact,frac_norm
165,165,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,3.0,17,7,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.03379695 0.05443852 0.05246423 ... 0.2420387  0.2420387  0.2420387 ],"[ -127.04938427  -125.05595692  -123.07994227 ... 16546.97778359
 16591.00209014 16635.09079261]",[110 312 400],[ 6.56827197 11.38154529 11.42872727],[110 400],[ 6.56827197 11.42872727],[ 23.49489546 895.40273401],[109.1377536 217.724766 ],[  9.0688003 108.312672 ],[100.0689533 109.412094 ],638.8041264900003,0.17127643586333763,0.41201743132173035
166,166,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,4.0,17,8,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01982803 -0.02089321 -0.02954046 ...  0.3235397   0.3235397
  0.3235397 ]","[ -127.04938427  -125.05595692  -123.07994227 ... 16546.97778359
 16591.00209014 16635.09079261]",[110 312 401],[ 6.59422936 10.83180699 15.6129671 ],[110 401],[ 6.59422936 15.6129671 ],[ 23.49489546 902.13435913],[107.10093409 186.451399  ],[ 7.87820453 98.968672  ],[99.22272956 87.482727  ],566.4922252533803,0.1544288219681581,0.37148931917365396
167,167,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,5.0,17,9,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00285185 -0.00153957 -0.01717688 ...  0.08658218  0.08658218
  0.08658218]","[ -127.04938427  -125.05595692  -123.07994227 ... 16546.97778359
 16591.00209014 16635.09079261]",[110 311 401],[ 6.56928265 12.79497605 25.4243872 ],[110 401],[ 6.56928265 25.4243872 ],[ 23.49489546 902.13435913],[105.1998191 233.8121681],[ 10.0944424 107.3118774],[ 95.1053767 126.5002907],628.7953974499998,0.20117877963643796,0.4839496081549905
168,168,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,18.0,17,10,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.05083292 0.04554373 0.03371048 ... 0.2025642  0.2025642  0.2025642 ],"[ -127.04938427  -125.05595692  -123.07994227 ... 16546.97778359
 16591.00209014 16635.09079261]",[110 245],[  6.579083   171.00292021],[110 401],[ 6.56928265 25.4243872 ],[ 23.49489546 902.13435913],[99.43246337 59.0780232 ],[ 8.58495939 55.3505602 ],[90.84750398  3.727463  ],576.310068304,0.006467808225126778,0.015558764507013637
169,169,hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,24.0,17,11,nts-Eukaryote Total RNA Nano_2020-12-11_07-40-22_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.05392557 0.04728301 0.03561783 ... 0.4952469  0.4952469  0.4952469 ],"[ -127.04938427  -125.05595692  -123.07994227 ... 16546.97778359
 16591.00209014 16635.09079261]",[110 245],[  6.50855153 137.3585322 ],[110 401],[ 6.56928265 25.4243872 ],[ 23.49489546 902.13435913],[102.4574985  49.3122952],[ 8.3962004 51.0806504],[94.0612981 -1.7683552],599.3698282699997,-0.0029503573863638097,-0.007097290795919198
170,170,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,0.0,18,2,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.0521905   0.01939685 -0.00514984 ...  0.2177963   0.2177963
  0.2177963 ]","[ -114.64935842  -112.84991286  -111.06623795 ... 16018.78226539
 16060.35546864 16101.985509  ]",[110 394 509],[ 6.40965784  7.49076412 11.55498593],[110 394],[6.40965784 7.49076412],[ 23.4735484  869.08606677],[135.89470206 256.1762661 ],[ 8.72442452 70.7688648 ],[127.17027754 185.4074013 ],490.4237584570001,0.37805550425073126,1.0
171,171,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,0.5,18,3,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.02683512 -0.06477739 -0.0822381  ...  0.08436203  0.08436203
  0.08436203]","[ -114.64935842  -112.84991286  -111.06623795 ... 16018.78226539
 16060.35546864 16101.985509  ]",[110 394],[6.37455883 8.13388887],[110 394],[6.37455883 8.13388887],[ 23.4735484  869.08606677],[136.34461562 209.140586  ],[ 8.16825954 64.563327  ],[128.17635608 144.577259  ],473.9510619599999,0.30504680884585067,0.8068836597166423
172,172,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,1.0,18,4,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00936257 -0.00459174 -0.00684883 ...  0.2220268   0.2220268
  0.2220268 ]","[ -114.64935842  -112.84991286  -111.06623795 ... 16018.78226539
 16060.35546864 16101.985509  ]",[110 393],[6.39012474 8.77725984],[110 393],[6.39012474 8.77725984],[ 23.4735484  862.55743186],[138.18353968 227.882733  ],[ 9.23428996 87.675183  ],[128.94924972 140.20755   ],580.8576117014002,0.24138024048495393,0.6384783127634811
173,173,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,1.5,18,5,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05434602 -0.05577764 -0.02249669 ...  0.1744728   0.1744728
  0.1744728 ]","[ -114.64935842  -112.84991286  -111.06623795 ... 16018.78226539
 16060.35546864 16101.985509  ]",[110 393],[6.38907382 9.14614537],[110 393],[6.38907382 9.14614537],[ 23.4735484  862.55743186],[140.02962565 257.179323  ],[  8.97704255 100.95104   ],[131.0525831 156.228283 ],676.9041687130003,0.2307982284952349,0.6104876821001568
174,174,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,2.0,18,6,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.02860133 -0.03608247 -0.03322294 ...  0.05516815  0.05516815
  0.05516815]","[ -114.64935842  -112.84991286  -111.06623795 ... 16018.78226539
 16060.35546864 16101.985509  ]",[110 349 393],[6.42210892 8.21978998 9.49876124],[110 393],[6.42210892 9.49876124],[ 23.4735484  862.55743186],[137.81240009 290.739926  ],[ 11.44858813 121.55429   ],[126.36381196 169.185636  ],800.0455677702603,0.21146999972954422,0.5593623088457789
175,175,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,3.0,18,7,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00199414 -0.00557934 -0.01187334 ...  0.2093468   0.2093468
  0.2093468 ]","[ -114.64935842  -112.84991286  -111.06623795 ... 16018.78226539
 16060.35546864 16101.985509  ]",[110 394],[ 6.29767906 11.78518115],[110 394],[ 6.29767906 11.78518115],[ 23.4735484  869.08606677],[136.44636464 164.095808  ],[ 7.74145428 81.74898   ],[128.70491036  82.346828  ],630.6947142479995,0.13056527372071794,0.34536006552658305
176,176,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,4.0,18,8,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.04170745 0.04797997 0.0390892  ... 0.05127716 0.05127716 0.05127716],"[ -114.64935842  -112.84991286  -111.06623795 ... 16018.78226539
 16060.35546864 16101.985509  ]",[110 394],[ 6.38340243 16.09308784],[110 394],[ 6.38340243 16.09308784],[ 23.4735484  869.08606677],[139.67386605 146.872817  ],[ 7.03657045 70.217361  ],[132.6372956  76.655456 ],588.1662324839997,0.13032957651489338,0.3447366194897592
177,177,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,5.0,18,9,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.00781678 0.02961182 0.03709026 ... 0.2013168  0.2013168  0.2013168 ],"[ -114.64935842  -112.84991286  -111.06623795 ... 16018.78226539
 16060.35546864 16101.985509  ]",[110 363 393],[ 6.38173022  7.91810071 18.9140412 ],[110 393],[ 6.38173022 18.9140412 ],[ 23.4735484  862.55743186],[139.32054511 183.89374   ],[ 9.57133107 91.895818  ],[129.74921404  91.997922  ],738.2088818210001,0.12462315784261664,0.32964249016717123
178,178,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,18.0,18,10,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05235982 -0.08051036 -0.1088994  ...  0.07216263  0.07216263
  0.07216263]","[ -114.64935842  -112.84991286  -111.06623795 ... 16018.78226539
 16060.35546864 16101.985509  ]",[110 287],[  6.35079853 205.47136384],[110 393],[ 6.38173022 18.9140412 ],[ 23.4735484  862.55743186],[135.52663774  35.3679518 ],[10.48553828 34.3718056 ],[125.04109946   0.9961462 ],669.6027941500001,0.0014876673286056436,0.003935050043918958
179,179,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,24.0,18,11,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01899889 -0.03757778 -0.02865244 ...  0.2851219   0.2851219
  0.2851219 ]","[ -114.64935842  -112.84991286  -111.06623795 ... 16018.78226539
 16060.35546864 16101.985509  ]",[110 287],[  6.32324049 191.81455514],[110 393],[ 6.38173022 18.9140412 ],[ 23.4735484  862.55743186],[136.93377214  23.9769833 ],[ 7.86456958 28.1366991 ],[129.06920256  -4.1597158 ],648.6530410899996,-0.006412851765883953,-0.016962725562199108
180,180,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,0.0,19,2,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.00449923 0.016231   0.02385826 ... 0.1919174  0.1919174  0.1919174 ],"[ -140.28940203  -138.1074198   -135.94453669 ... 16148.5672238
 16190.07402733 16231.63445091]",[110 393 505],[6.26414392 8.10575932 8.53321234],[110 393],[6.26414392 8.10575932],[ 23.29037651 864.13663602],[ 99.14504687 254.9661156 ],[ 9.00207539 62.7252102 ],[ 90.14297148 192.2409054 ],448.49679181,0.42863384735523463,1.0
181,181,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,0.5,19,3,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00990846  0.00605716  0.01899872 ...  0.2091255   0.2091255
  0.2091255 ]","[ -140.28940203  -138.1074198   -135.94453669 ... 16148.5672238
 16190.07402733 16231.63445091]",[110 392 506],[ 6.25640825  8.82357484 10.60356988],[110 392],[6.25640825 8.82357484],[ 23.29037651 857.62424229],[102.19545155 292.025971  ],[ 4.85582125 81.215469  ],[ 97.3396303 210.810502 ],503.8363007399998,0.41841070540248126,0.9761494757919086
182,182,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,1.0,19,4,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01525271 -0.01905371 -0.04079513 ...  0.2884903   0.2884903
  0.2884903 ]","[ -140.28940203  -138.1074198   -135.94453669 ... 16148.5672238
 16190.07402733 16231.63445091]",[110 393 507],[ 6.25977662  9.0836311  11.60576888],[110 393],[6.25977662 9.0836311 ],[ 23.29037651 864.13663602],[103.98762677 256.950986  ],[ 8.59222745 77.8229    ],[ 95.39539931 179.128086  ],482.35618081333985,0.37136061094512707,0.8663819090267928
183,183,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,1.5,19,5,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01723201 -0.01808876 -0.00643863 ...  0.266201    0.266201
  0.266201  ]","[ -140.28940203  -138.1074198   -135.94453669 ... 16148.5672238
 16190.07402733 16231.63445091]",[110 332 393 471 508],[ 6.3212993   8.82082179  9.26892518  4.41076389 14.59180995],[110 393],[6.3212993  9.26892518],[ 23.29037651 864.13663602],[105.05035822 241.091829  ],[ 8.60083084 88.07916   ],[ 96.44952738 153.012669  ],503.34477317799985,0.3039917709563451,0.7092108400492434
184,184,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,2.0,19,6,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.01476348 -0.00604489 -0.03339342 ...  0.01983643  0.01983643
  0.01983643]","[ -140.28940203  -138.1074198   -135.94453669 ... 16148.5672238
 16190.07402733 16231.63445091]",[110 330 392 491],[ 6.28301967  8.8544848   9.78214665 28.82959689],[110 392],[6.28301967 9.78214665],[ 23.29037651 857.62424229],[105.37703964 333.071072  ],[  6.89752658 133.5536    ],[ 98.47951306 199.517472  ],694.5954612999999,0.2872426946565193,0.6701353531198483
185,185,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,3.0,19,7,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04076421 -0.01327606  0.00192612 ...  0.04758453  0.04758453
  0.04758453]","[ -140.28940203  -138.1074198   -135.94453669 ... 16148.5672238
 16190.07402733 16231.63445091]",[110 330 392],[ 6.19313924  8.83375498 10.05826892],[110 392],[ 6.19313924 10.05826892],[ 23.29037651 857.62424229],[ 97.2054285 214.37476  ],[ 4.70533772 91.833104  ],[ 92.50009078 122.541656  ],544.3360948000003,0.2251213123116963,0.5252065689649673
186,186,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,4.0,19,8,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.06433402 -0.01581873  0.00709991 ... -0.01005173 -0.01005173
 -0.01005173]","[ -140.28940203  -138.1074198   -135.94453669 ... 16148.5672238
 16190.07402733 16231.63445091]",[110 330 394],[ 6.1842308   9.07013578 10.93217229],[110 394],[ 6.1842308  10.93217229],[ 23.29037651 870.68486749],[ 95.84848585 138.524528  ],[ 5.11441875 70.068658  ],[90.7340671 68.45587  ],440.4564084769998,0.15542030648777516,0.3625945721429904
187,187,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,5.0,19,9,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.00832367 0.01617547 0.01636658 ... 0.3904839  0.3904839  0.3904839 ],"[ -140.28940203  -138.1074198   -135.94453669 ... 16148.5672238
 16190.07402733 16231.63445091]",[110 330 394],[ 6.12181904  9.07435224 16.68770206],[110 394],[ 6.12181904 16.68770206],[ 23.29037651 870.68486749],[ 90.84288541 220.802425  ],[ 6.50745977 89.123571  ],[ 84.33542564 131.678854  ],593.7783818699999,0.2217643114343449,0.5173747075800934
188,188,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,18.0,19,10,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.04098596 0.04711166 0.02012024 ... 0.1527977  0.1527977  0.1527977 ],"[ -140.28940203  -138.1074198   -135.94453669 ... 16148.5672238
 16190.07402733 16231.63445091]",[110 328 360],[ 6.0970074  25.71176082 14.77779639],[110 394],[ 6.12181904 16.68770206],[ 23.29037651 870.68486749],[92.04862408 47.0454167 ],[ 3.26059566 42.9450277 ],[88.78802842  4.100389  ],517.885747477,0.007917555213627673,0.018471605223154296
189,189,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,24.0,19,11,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05429381 -0.06426515 -0.06255783 ... -0.02415085 -0.02415085
 -0.02415085]","[ -140.28940203  -138.1074198   -135.94453669 ... 16148.5672238
 16190.07402733 16231.63445091]",[110 238 326],[ 6.05083919  6.91338658 32.24946277],[110 394],[ 6.12181904 16.68770206],[ 23.29037651 870.68486749],[90.12684753 35.791691  ],[ 4.09835811 35.39689   ],[86.02848942  0.394801  ],615.4050230099997,0.000641530350319549,0.0014966861676415262
190,190,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,0.0,20,2,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0073363  -0.02234636 -0.02498523 ...  0.2023392   0.2023392
  0.2023392 ]","[ -108.14132792  -106.44828743  -104.76970523 ... 17164.20346942
 17211.51141392 17258.89722477]",[110 395 507],[ 6.50048062  7.30172034 10.90615132],[110 395],[6.50048062 7.30172034],[ 23.62262713 867.09018588],[112.47261652 365.737516  ],[13.34399094 90.25028   ],[ 99.12862558 275.487236  ],592.9882313800003,0.4645745419919835,1.0
191,191,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,0.5,20,3,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.02978201 -0.02774011 -0.03349966 ...  0.04677582  0.04677582
  0.04677582]","[ -108.14132792  -106.44828743  -104.76970523 ... 17164.20346942
 17211.51141392 17258.89722477]",[110 395 505],[6.45687021 8.18032438 9.53499678],[110 395],[6.45687021 8.18032438],[ 23.62262713 867.09018588],[110.68579544 447.815588  ],[ 11.59489548 117.092565  ],[ 99.09089996 330.723023  ],737.9053016700001,0.4481916883528549,0.9647357912276405
192,192,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,1.0,20,4,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03718016 -0.02789724 -0.01850128 ...  0.09674072  0.09674072
  0.09674072]","[ -108.14132792  -106.44828743  -104.76970523 ... 17164.20346942
 17211.51141392 17258.89722477]",[110 394 507],[ 6.50211692  8.41413421 11.96873742],[110 394],[6.50211692 8.41413421],[ 23.62262713 860.53340458],[115.5250076 352.183919 ],[  7.21373799 115.563564  ],[108.31126961 236.620355  ],643.3208755197,0.3678107830852663,0.7917153219549709
193,193,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,2.0,20,6,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03232278 -0.00761127  0.02286224 ...  0.110405    0.110405
  0.110405  ]","[ -108.14132792  -106.44828743  -104.76970523 ... 17164.20346942
 17211.51141392 17258.89722477]",[110 396 509],[ 6.47673373 10.04930368 14.70145679],[110 396],[ 6.47673373 10.04930368],[ 23.62262713 873.68304855],[113.79348522 237.557115  ],[10.02760935 99.216271  ],[103.76587587 138.340844  ],522.792235573,0.2646191633821287,0.5695946279094537
194,194,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,3.0,20,7,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0237581  -0.01071296 -0.02265622 ...  0.08102798  0.08102798
  0.08102798]","[ -108.14132792  -106.44828743  -104.76970523 ... 17164.20346942
 17211.51141392 17258.89722477]",[110 232 330 361 394],[ 6.34744114 12.37954586  8.49594208  5.2201704   9.88857789],[110 394],[6.34744114 9.88857789],[ 23.62262713 860.53340458],[ 97.51727936 417.183248  ],[  8.17847912 202.17615   ],[ 89.33880024 215.007098  ],985.5563195860002,0.2181581039329314,0.46958686758323454
195,195,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,4.0,20,8,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample8.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.03304087 0.04348095 0.05576896 ... 0.1922379  0.1922379  0.1922379 ],"[ -108.14132792  -106.44828743  -104.76970523 ... 17164.20346942
 17211.51141392 17258.89722477]",[110 361 395],[ 6.39923629  5.86307584 12.3973282 ],[110 395],[ 6.39923629 12.3973282 ],[ 23.62262713 867.09018588],[100.51615793 219.425154  ],[  5.41966901 104.859027  ],[ 95.09648892 114.566127  ],590.6057515789998,0.19398071673651077,0.41754486998957857
196,196,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,5.0,20,9,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample9.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01834583 -0.00588697  0.00457193 ...  0.1347427   0.1347427
  0.1347427 ]","[ -108.14132792  -106.44828743  -104.76970523 ... 17164.20346942
 17211.51141392 17258.89722477]",[110 361 396],[ 6.32377936  6.28327841 19.43427928],[110 396],[ 6.32377936 19.43427928],[ 23.62262713 873.68304855],[ 94.28016769 224.488616  ],[  5.32899073 104.145     ],[ 88.95117696 120.343616  ],560.3616947260001,0.21476060396820024,0.4622737247877566
197,197,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,18.0,20,10,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample10.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.01969233 0.0251602  0.00865428 ... 0.1219559  0.1219559  0.1219559 ],"[ -108.14132792  -106.44828743  -104.76970523 ... 17164.20346942
 17211.51141392 17258.89722477]",[110 360],[ 6.3222241  72.66672091],[110 396],[ 6.32377936 19.43427928],[ 23.62262713 873.68304855],[95.13983349 47.5473756 ],[ 7.05538813 46.2598    ],[88.08444536  1.2875756 ],452.95823307999984,0.0028425923318466406,0.006118700175989607
198,198,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,24.0,20,11,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample11.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00852394 -0.01205482 -0.01846207 ...  0.08496857  0.08496857
  0.08496857]","[ -108.14132792  -106.44828743  -104.76970523 ... 17164.20346942
 17211.51141392 17258.89722477]",[110 355],[ 6.28562959 80.99518062],[110 396],[ 6.32377936 19.43427928],[ 23.62262713 873.68304855],[96.02039394 40.9221139 ],[ 5.26426208 42.169208  ],[90.75613186 -1.2470941 ],512.94857203,-0.0024312263801897498,-0.005233232044453486
199,199,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,0.0,21,2,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample2.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.03150893 0.01067152 0.00730252 ... 0.2880135  0.2880135  0.2880135 ],"[ -129.869988    -127.84163464  -125.83092857 ... 16564.86356747
 16608.77279626 16652.74550735]",[110 389 495],[6.45617673 5.4067087  6.28686986],[110 389],[6.45617673 5.4067087 ],[ 23.47300349 830.0332    ],[126.88174214 213.146705  ],[13.91151258 46.9672686 ],[112.97022956 166.1794364 ],454.1540025499999,0.36590987961557053,1.0
200,200,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,0.5,21,3,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample3.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00398502 -0.00999421 -0.00630771 ...  0.2532196   0.2532196
  0.2532196 ]","[ -129.869988    -127.84163464  -125.83092857 ... 16564.86356747
 16608.77279626 16652.74550735]",[110 388 493],[6.3380895  5.74644    6.17477787],[110 388],[6.3380895 5.74644  ],[ 23.47300349 823.69778251],[128.20307362 229.560976  ],[ 8.13535394 56.034924  ],[120.06771968 173.526052  ],495.64116550750015,0.35010419649530533,0.9568044373743861
201,201,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,1.0,21,4,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample4.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.02319557 0.02122966 0.02489081 ... 0.1760483  0.1760483  0.1760483 ],"[ -129.869988    -127.84163464  -125.83092857 ... 16564.86356747
 16608.77279626 16652.74550735]",[110 327 388 494],[6.37793962 8.33060188 5.96473347 6.82974129],[110 388],[6.37793962 5.96473347],[ 23.47300349 823.69778251],[129.3144018 198.737774 ],[ 6.5377116 56.620488 ],[122.7766902 142.117286 ],442.0688985960999,0.32148220888492474,0.8785830249313791
202,202,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,1.5,21,5,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample5.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05032289 -0.04896812 -0.0205803  ...  0.108963    0.108963
  0.108963  ]","[ -129.869988    -127.84163464  -125.83092857 ... 16564.86356747
 16608.77279626 16652.74550735]",[110 327 388],[6.38130628 7.94042089 6.30735869],[110 388],[6.38130628 6.30735869],[ 23.47300349 823.69778251],[133.63008793 191.896076  ],[ 9.99300071 56.995176  ],[123.63708722 134.9009    ],476.1293090739999,0.2833282837856842,0.7743116531408019
203,203,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,2.0,21,6,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample6.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.02869918 -0.04842154 -0.05908088 ...  0.3256149   0.3256149
  0.3256149 ]","[ -129.869988    -127.84163464  -125.83092857 ... 16564.86356747
 16608.77279626 16652.74550735]",[110 326 388],[6.48482514 8.06851844 6.59730599],[110 388],[6.48482514 6.59730599],[ 23.47300349 823.69778251],[133.56831004 214.132165  ],[12.82284108 71.663844  ],[120.74546896 142.468321  ],534.0273120338001,0.2667809638001863,0.7290892612150011
204,204,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,3.0,21,7,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample7.csv,[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0152766  -0.00905627 -0.00813283 ...  0.2831306   0.2831306
  0.2831306 ]","[ -129.869988    -127.84163464  -125.83092857 ... 16564.86356747
 16608.77279626 16652.74550735]",[110 325 387],[6.37796149 7.38405742 7.19509248],[110 388],[6.48482514 6.59730599],[ 23.47300349 823.69778251],[138.16186127 157.407863  ],[11.47007729 61.08235   ],[126.69178398  96.325513  ],527.5656111500001,0.18258489743110315,0.49898870624354036
