,Sample,Nucleotide,Timepoint,Plate,FileNumber,filename,nts,times,fu,peak_index,peak_nts,peak_widths,peak_area,background_area,peak_area_backsub,total_area,total_mRNA,fraction_intact,fraction_norm
171,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,0.5,18,3,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample3.csv,"[ -114.64935842  -112.84991286  -111.06623795 ... 16018.78226539
 16060.35546864 16101.985509  ]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.02683512 -0.06477739 -0.0822381  ...  0.08436203  0.08436203
  0.08436203]","[110, 394]",[ 23.4735484  869.08606677],"[6.374558829052404, 8.133888869178008]",[138.66161426 238.639979  ],[ 1.4407678 50.449464 ],[137.22084646 188.190515  ],333.5489208000001,196.32807434000011,0.958551219088985,0.8266272350379668
172,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,1.0,18,4,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample4.csv,"[ -114.64935842  -112.84991286  -111.06623795 ... 16018.78226539
 16060.35546864 16101.985509  ]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00936257 -0.00459174 -0.00684883 ...  0.2220268   0.2220268
  0.2220268 ]","[110, 393]",[ 23.4735484  862.55743186],"[6.390124741995763, 8.77725983722297]",[140.39247291 266.543852  ],[ 1.2480869 75.2007915],[139.14438601 191.3430605 ],437.0869198,297.9425337899999,0.6422146514833131,0.5538276005335091
173,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,1.5,18,5,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample5.csv,"[ -114.64935842  -112.84991286  -111.06623795 ... 16018.78226539
 16060.35546864 16101.985509  ]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05434602 -0.05577764 -0.02249669 ...  0.1744728   0.1744728
  0.1744728 ]","[110, 393]",[ 23.4735484  862.55743186],"[6.389073818396653, 9.14614537324178]",[142.41047929 290.510471  ],[-0.19822837 96.1178755 ],[142.60870766 194.3925955 ],530.0344265999998,387.4257189399998,0.5017544938210602,0.43269876625828363
174,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,2.0,18,6,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample6.csv,"[ -114.64935842  -112.84991286  -111.06623795 ... 16018.78226539
 16060.35546864 16101.985509  ]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.02860133 -0.03608247 -0.03322294 ...  0.05516815  0.05516815
  0.05516815]","[110, 393]",[ 23.4735484  862.55743186],"[6.422108923299788, 9.498761240750184]",[140.68211448 324.126096  ],[ -0.5147988 126.8594125],[141.19691328 197.2666835 ],655.7276564000001,514.5307431210001,0.38339144188632,0.33062584578934984
175,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,3.0,18,7,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample7.csv,"[ -114.64935842  -112.84991286  -111.06623795 ... 16018.78226539
 16060.35546864 16101.985509  ]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00199414 -0.00557934 -0.01187334 ...  0.2093468   0.2093468
  0.2093468 ]","[110, 394]",[ 23.4735484  869.08606677],"[6.297679055216122, 11.785181154350767]",[138.20498335 185.161509  ],[3.0749000e-02 9.4239972e+01],[138.17423435  90.921537  ],484.03672330000006,345.86248894900007,0.26288348666052375,0.22670322189132364
176,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,4.0,18,8,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample8.csv,"[ -114.64935842  -112.84991286  -111.06623795 ... 16018.78226539
 16060.35546864 16101.985509  ]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.04170745 0.04797997 0.0390892  ... 0.05127716 0.05127716 0.05127716],"[110, 394]",[ 23.4735484  869.08606677],"[6.383402429343505, 16.09308783985273]",[141.31542865 162.5929818 ],[-0.1336426 87.3290375],[141.44907125  75.2639443 ],441.34236699999997,299.8932957459999,0.25096907922792033,0.2164285767007525
177,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,5.0,18,9,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample9.csv,"[ -114.64935842  -112.84991286  -111.06623795 ... 16018.78226539
 16060.35546864 16101.985509  ]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.00781678 0.02961182 0.03709026 ... 0.2013168  0.2013168  0.2013168 ],"[110, 393]",[ 23.4735484  862.55743186],"[6.381730221045032, 18.914041198945938]",[141.48608209 202.6214625 ],[ -0.5442669  122.97983415],[142.03034899  79.64162835],584.9591377999999,442.92878880599994,0.1798068456211423,0.15506029586813905
178,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,18.0,18,10,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample10.csv,"[ -114.64935842  -112.84991286  -111.06623795 ... 16018.78226539
 16060.35546864 16101.985509  ]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05235982 -0.08051036 -0.1088994  ...  0.07216263  0.07216263
  0.07216263]","[110, 393]",[ 23.4735484  862.55743186],"[6.381730221045032, 18.914041198945938]",[137.97751537  43.7708183 ],[-0.5419432 46.1644368],[138.51945857  -2.3936185 ],487.2951142,348.77565563,-0.006862917354929387,-0.005918384207774617
179,hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,24.0,18,11,nts-Eukaryote Total RNA Nano_2020-12-11_08-00-55_Sample11.csv,"[ -114.64935842  -112.84991286  -111.06623795 ... 16018.78226539
 16060.35546864 16101.985509  ]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01899889 -0.03757778 -0.02865244 ...  0.2851219   0.2851219
  0.2851219 ]","[110, 393]",[ 23.4735484  862.55743186],"[6.381730221045032, 18.914041198945938]",[138.97495861  30.8422403 ],[-0.0763569  41.43091455],[139.05131551 -10.58867425],451.10403499999995,312.05271948999996,-0.03393232485621495,-0.029262269261898604
180,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,0.0,19,2,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample2.csv,"[ -140.28940203  -138.1074198   -135.94453669 ... 16148.5672238
 16190.07402733 16231.63445091]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.00449923 0.016231   0.02385826 ... 0.1919174  0.1919174  0.1919174 ],"[110, 393]",[ 23.29037651 864.13663602],"[6.264143919080681, 8.105759322162442]",[101.85217307 280.4553136 ],[ 2.1384437 23.7148054],[ 99.71372937 256.7405082 ],345.27798473999997,245.56425536999996,1.0455125393276818,1.0
181,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,0.5,19,3,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample3.csv,"[ -140.28940203  -138.1074198   -135.94453669 ... 16148.5672238
 16190.07402733 16231.63445091]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00990846  0.00605716  0.01899872 ...  0.2091255   0.2091255
  0.2091255 ]","[110, 392]",[ 23.29037651 857.62424229],"[6.256408251274095, 8.823574839716684]",[103.51494792 318.4808049 ],[ 0.6202128 45.0244413],[102.89473512 273.4563636 ],404.92886375999996,302.03412863999995,0.9053823315640522,0.8659698449396499
182,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,1.0,19,4,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample4.csv,"[ -140.28940203  -138.1074198   -135.94453669 ... 16148.5672238
 16190.07402733 16231.63445091]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01525271 -0.01905371 -0.04079513 ...  0.2884903   0.2884903
  0.2884903 ]","[110, 393]",[ 23.29037651 864.13663602],"[6.259776624319642, 9.083631095042108]",[106.68128966 279.37016   ],[ 1.23463865 56.0765025 ],[105.44665102 223.2936575 ],375.75524795999996,270.308596945,0.8260693889267378,0.7901094992681224
183,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,1.5,19,5,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample5.csv,"[ -140.28940203  -138.1074198   -135.94453669 ... 16148.5672238
 16190.07402733 16231.63445091]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01723201 -0.01808876 -0.00643863 ...  0.266201    0.266201
  0.266201  ]","[110, 393]",[ 23.29037651 864.13663602],"[6.321299299996937, 9.268925180510564]",[107.28890542 263.736195  ],[ 0.3377892  72.55253785],[106.95111622 191.18365715],397.81580720999995,290.8646909936,0.6572941407804175,0.6286812602009454
184,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,2.0,19,6,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample6.csv,"[ -140.28940203  -138.1074198   -135.94453669 ... 16148.5672238
 16190.07402733 16231.63445091]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.01476348 -0.00604489 -0.03339342 ...  0.01983643  0.01983643
  0.01983643]","[110, 392]",[ 23.29037651 857.62424229],"[6.283019666921149, 9.782146649787762]",[107.15523091 360.569612  ],[  0.7175594 123.1759965],[106.43767151 237.3936155 ],587.3067443,480.86907279,0.4936761978112741,0.4721858220167624
185,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,3.0,19,7,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample7.csv,"[ -140.28940203  -138.1074198   -135.94453669 ... 16148.5672238
 16190.07402733 16231.63445091]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.04076421 -0.01327606  0.00192612 ...  0.04758453  0.04758453
  0.04758453]","[110, 392]",[ 23.29037651 857.62424229],"[6.193139235931284, 10.058268915116514]",[ 98.6505315 233.1777731],[ 1.35498403 90.0137008 ],[ 97.29554747 143.1640723 ],441.3484633,344.052915827,0.4161106205302068,0.39799677658365273
186,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,4.0,19,8,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample8.csv,"[ -140.28940203  -138.1074198   -135.94453669 ... 16148.5672238
 16190.07402733 16231.63445091]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.06433402 -0.01581873  0.00709991 ... -0.01005173 -0.01005173
 -0.01005173]","[110, 394]",[ 23.29037651 870.68486749],"[6.184230796575449, 10.9321722903112]",[ 97.21254724 152.1239812 ],[-0.7293025 79.0195032],[97.94184974 73.104478  ],343.9633147,246.02146496,0.2971467469795202,0.2842115573004995
187,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,5.0,19,9,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample9.csv,"[ -140.28940203  -138.1074198   -135.94453669 ... 16148.5672238
 16190.07402733 16231.63445091]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.00832367 0.01617547 0.01636658 ... 0.3904839  0.3904839  0.3904839 ],"[110, 394]",[ 23.29037651 870.68486749],"[6.121819038424505, 16.687702064259156]",[ 92.50636587 240.011544  ],[  1.1515025 126.616986 ],[ 91.35486337 113.394558  ],493.73927640000005,402.38441303,0.2818065370527804,0.26953912693768023
188,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,18.0,19,10,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample10.csv,"[ -140.28940203  -138.1074198   -135.94453669 ... 16148.5672238
 16190.07402733 16231.63445091]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.04098596 0.04711166 0.02012024 ... 0.1527977  0.1527977  0.1527977 ],"[110, 394]",[ 23.29037651 870.68486749],"[6.121819038424505, 16.687702064259156]",[92.97348827 53.8824166 ],[-0.54300727 60.52376295],[93.51649554 -6.64134635],414.49469419999997,320.97819866,-0.02069095775889412,-0.019790253086968683
189,hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,24.0,19,11,nts-Eukaryote Total RNA Nano_2020-12-11_08-13-41_Sample11.csv,"[ -140.28940203  -138.1074198   -135.94453669 ... 16148.5672238
 16190.07402733 16231.63445091]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05429381 -0.06426515 -0.06255783 ... -0.02415085 -0.02415085
 -0.02415085]","[110, 394]",[ 23.29037651 870.68486749],"[6.121819038424505, 16.687702064259156]",[91.64524203 41.9210201 ],[ 1.1882308  45.78045855],[90.45701123 -3.85943845],501.530538,411.07352676999994,-0.009388681582892112,-0.008979979894769619
190,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,0.0,20,2,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample2.csv,"[ -108.14132792  -106.44828743  -104.76970523 ... 17164.20346942
 17211.51141392 17258.89722477]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0073363  -0.02234636 -0.02498523 ...  0.2023392   0.2023392
  0.2023392 ]","[110, 395]",[ 23.62262713 867.09018588],"[6.500480618615583, 7.301720343229931]",[116.26790109 404.660832  ],[ 1.35045141 38.2902275 ],[114.91744968 366.3706045 ],472.14712155,357.22967187,1.025588391306214,1.0
191,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,0.5,20,3,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample3.csv,"[ -108.14132792  -106.44828743  -104.76970523 ... 17164.20346942
 17211.51141392 17258.89722477]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.02978201 -0.02774011 -0.03349966 ...  0.04677582  0.04677582
  0.04677582]","[110, 395]",[ 23.62262713 867.09018588],"[6.456870210545219, 8.180324383619734]",[114.04008855 485.749072  ],[ 0.4832208 88.930348 ],[113.55686775 396.818724  ],619.350736,505.79386824999995,0.7845463318346585,0.7649719307327976
192,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,1.0,20,4,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample4.csv,"[ -108.14132792  -106.44828743  -104.76970523 ... 17164.20346942
 17211.51141392 17258.89722477]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03718016 -0.02789724 -0.01850128 ...  0.09674072  0.09674072
  0.09674072]","[110, 394]",[ 23.62262713 860.53340458],"[6.502116923193569, 8.414134208052928]",[117.30243175 383.763112  ],[-0.55376161 93.27318   ],[117.85619336 290.489932  ],524.64965771,406.79346434980005,0.7140968512468746,0.6962801620027931
193,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,2.0,20,6,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample6.csv,"[ -108.14132792  -106.44828743  -104.76970523 ... 17164.20346942
 17211.51141392 17258.89722477]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03232278 -0.00761127  0.02286224 ...  0.110405    0.110405
  0.110405  ]","[110, 396]",[ 23.62262713 873.68304855],"[6.476733730681531, 10.049303679777665]",[116.27733664 259.149822  ],[ -0.14081845 103.087392  ],[116.41815509 156.06243   ],405.59918272,289.181027633,0.5396703624625716,0.5262056074710776
194,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,3.0,20,7,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample7.csv,"[ -108.14132792  -106.44828743  -104.76970523 ... 17164.20346942
 17211.51141392 17258.89722477]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0237581  -0.01071296 -0.02265622 ...  0.08102798  0.08102798
  0.08102798]","[110, 394]",[ 23.62262713 860.53340458],"[6.347441135439695, 9.888577888824898]",[ 99.77354952 452.787855  ],[1.18952700e-01 2.22260955e+02],[ 99.65459682 230.5269    ],875.2256593000001,775.57106248,0.29723504544233126,0.2898190423779715
195,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,4.0,20,8,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample8.csv,"[ -108.14132792  -106.44828743  -104.76970523 ... 17164.20346942
 17211.51141392 17258.89722477]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.03304087 0.04348095 0.05576896 ... 0.1922379  0.1922379  0.1922379 ],"[110, 395]",[ 23.62262713 867.09018588],"[6.399236286164921, 12.397328200489824]",[101.51414289 234.4927637 ],[  0.7953102 130.3415884],[100.71883269 104.1511753 ],483.7724828,383.05365011,0.27189709658187905,0.26511327437665744
196,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,5.0,20,9,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample9.csv,"[ -108.14132792  -106.44828743  -104.76970523 ... 17164.20346942
 17211.51141392 17258.89722477]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.01834583 -0.00588697  0.00457193 ...  0.1347427   0.1347427
  0.1347427 ]","[110, 396]",[ 23.62262713 873.68304855],"[6.3237793649533955, 19.434279278005192]",[ 95.76217863 242.5045695 ],[  1.1011145 142.9266917],[94.66106413 99.5778778 ],457.7810593,363.11999517,0.27422857216491525,0.2673865797326851
197,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,18.0,20,10,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample10.csv,"[ -108.14132792  -106.44828743  -104.76970523 ... 17164.20346942
 17211.51141392 17258.89722477]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.01969233 0.0251602  0.00865428 ... 0.1219559  0.1219559  0.1219559 ],"[110, 396]",[ 23.62262713 873.68304855],"[6.3237793649533955, 19.434279278005192]",[96.91549128 54.2417065 ],[ 0.1817598 62.8618037],[96.73373148 -8.6200972 ],338.91483139999997,242.18109991999995,-0.03559360000779373,-0.03470554104308929
198,hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,24.0,20,11,nts-Eukaryote Total RNA Nano_2020-12-11_08-50-00_Sample11.csv,"[ -108.14132792  -106.44828743  -104.76970523 ... 17164.20346942
 17211.51141392 17258.89722477]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[ 0.00852394 -0.01205482 -0.01846207 ...  0.08496857  0.08496857
  0.08496857]","[110, 396]",[ 23.62262713 873.68304855],"[6.3237793649533955, 19.434279278005192]",[97.57687774 49.2917818 ],[ 1.9082934 62.4297644],[ 95.66858434 -13.1379826 ],388.5911,292.92251566,-0.044851392083664406,-0.04373235155922601
199,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,0.0,21,2,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample2.csv,"[ -129.869988    -127.84163464  -125.83092857 ... 16564.86356747
 16608.77279626 16652.74550735]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.03150893 0.01067152 0.00730252 ... 0.2880135  0.2880135  0.2880135 ],"[110, 389]",[ 23.47300349 830.0332    ],"[6.456176730101362, 5.406708700412764]",[130.79452674 239.612508  ],[ 1.437042   35.24790285],[129.35748474 204.36460515],316.59142727000005,187.23394253000006,1.0914933605975587,1.0
200,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,0.5,21,3,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample3.csv,"[ -129.869988    -127.84163464  -125.83092857 ... 16564.86356747
 16608.77279626 16652.74550735]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00398502 -0.00999421 -0.00630771 ...  0.2532196   0.2532196
  0.2532196 ]","[110, 388]",[ 23.47300349 823.69778251],"[6.338089496902342, 5.74643999590586]",[130.44268534 254.580511  ],[-0.1100042 42.128955 ],[130.55268954 212.451556  ],361.5061875,230.95349796000005,0.9198888861895285,0.842780102378193
201,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,1.0,21,4,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample4.csv,"[ -129.869988    -127.84163464  -125.83092857 ... 16564.86356747
 16608.77279626 16652.74550735]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.02319557 0.02122966 0.02489081 ... 0.1760483  0.1760483  0.1760483 ],"[110, 388]",[ 23.47300349 823.69778251],"[6.377939617636656, 5.964733465654774]",[130.95109646 219.469917  ],[-1.5606713 48.42891  ],[132.51176776 171.041007  ],314.8259615874,182.3141938234,0.9381661592716153,0.859525300967473
202,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,1.5,21,5,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample5.csv,"[ -129.869988    -127.84163464  -125.83092857 ... 16564.86356747
 16608.77279626 16652.74550735]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.05032289 -0.04896812 -0.0205803  ...  0.108963    0.108963
  0.108963  ]","[110, 388]",[ 23.47300349 823.69778251],"[6.381306279728221, 6.307358687893952]",[136.26198905 206.104503  ],[ 0.1432048 48.336135 ],[136.11878425 157.768368  ],334.8730479000001,198.7542636500001,0.793786080875352,0.7272477410588908
203,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,2.0,21,6,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample6.csv,"[ -129.869988    -127.84163464  -125.83092857 ... 16564.86356747
 16608.77279626 16652.74550735]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.02869918 -0.04842154 -0.05908088 ...  0.3256149   0.3256149
  0.3256149 ]","[110, 388]",[ 23.47300349 823.69778251],"[6.484825139395866, 6.597305987347852]",[136.60631839 230.7202786 ],[-1.2936871  67.53032055],[137.90000549 163.18995805],395.6346533908,257.73464790080004,0.6331704308254686,0.5800955403694141
204,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,3.0,21,7,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample7.csv,"[ -129.869988    -127.84163464  -125.83092857 ... 16564.86356747
 16608.77279626 16652.74550735]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.0152766  -0.00905627 -0.00813283 ...  0.2831306   0.2831306
  0.2831306 ]","[110, 388]",[ 23.47300349 823.69778251],"[6.484825139395866, 6.597305987347852]",[141.03081736 167.9011586 ],[ 0.8619189  68.19184575],[140.16889846  99.70931285],380.01941029999995,239.85051183999994,0.4157144051312858,0.3808675527844669
205,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,4.0,21,8,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample8.csv,"[ -129.869988    -127.84163464  -125.83092857 ... 16564.86356747
 16608.77279626 16652.74550735]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.09168886 -0.07797174 -0.06021648 ...  0.2365723   0.2365723
  0.2365723 ]","[110, 388]",[ 23.47300349 823.69778251],"[6.484825139395866, 6.597305987347852]",[140.54072679 135.992098  ],[-0.79363699 71.09529105],[141.33436378  64.89680695],369.2541564,227.91979261999998,0.28473528430327866,0.26086762831740445
206,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,5.0,21,9,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample9.csv,"[ -129.869988    -127.84163464  -125.83092857 ... 16564.86356747
 16608.77279626 16652.74550735]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.03697887  0.00656149  0.02915218 ...  0.166214    0.166214
  0.166214  ]","[110, 388]",[ 23.47300349 823.69778251],"[6.484825139395866, 6.597305987347852]",[144.64880403 128.5819542 ],[-1.0228394  76.05919545],[145.67164343  52.52275875],395.682257,250.01061356999998,0.21008211611501956,0.19247218874515748
207,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,18.0,21,10,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample10.csv,"[ -129.869988    -127.84163464  -125.83092857 ... 16564.86356747
 16608.77279626 16652.74550735]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.02874576 -0.05013727 -0.06352196 ...  0.1015167   0.1015167
  0.1015167 ]","[110, 388]",[ 23.47300349 823.69778251],"[6.484825139395866, 6.597305987347852]",[140.04767739  13.9563863 ],[ 1.1838961  13.27174695],[138.86378129   0.68463935],311.88785086,173.02406957000002,0.00395690236451766,0.0036252189040814494
208,hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,24.0,21,11,nts-Eukaryote Total RNA Nano_2020-12-11_09-00-11_Sample11.csv,"[ -129.869988    -127.84163464  -125.83092857 ... 16564.86356747
 16608.77279626 16652.74550735]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.09044096 -0.08841982 -0.07697903 ... -0.0007019  -0.0007019
 -0.0007019 ]","[110, 388]",[ 23.47300349 823.69778251],"[6.484825139395866, 6.597305987347852]",[131.69790301   4.74918782],[-5.300299    5.39465693],[136.99820201  -0.6454691 ],265.2450192648,128.24681725480002,-0.005033022384622502,-0.004611134218779928
209,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,0.0,22,2,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample2.csv,"[-3.32676491e+00 -3.38059313e+00 -3.43045152e+00 ...  1.98394867e+04
  1.99037096e+04  1.99680873e+04]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.037871   -0.0310809  -0.03596222 ... -0.01448059 -0.01448059
 -0.01448059]","[110, 403]",[ 23.82753413 919.78530327],"[6.252450392043627, 7.38736826629156]",[ 92.69796473 396.87118   ],[ 0.3990949 53.257397 ],[ 92.29886983 343.613783  ],453.9253532,361.62648337,0.9501897643055908,1.0
210,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,0.5,22,3,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample3.csv,"[-3.32676491e+00 -3.38059313e+00 -3.43045152e+00 ...  1.98394867e+04
  1.99037096e+04  1.99680873e+04]",[17.   17.05 17.1  ... 69.85 69.9  69.95],[0.03528717 0.0260151  0.00437183 ... 0.0846405  0.0846405  0.0846405 ],"[110, 404]",[ 23.82753413 926.53673602],"[6.189511243344796, 8.210495762926882]",[ 90.97905225 243.772685  ],[-0.7053977 48.430187 ],[ 91.68444995 195.342498  ],299.05278274599993,207.36833279599992,0.9420073709719679,0.9913886745142927
211,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,1.0,22,4,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample4.csv,"[-3.32676491e+00 -3.38059313e+00 -3.43045152e+00 ...  1.98394867e+04
  1.99037096e+04  1.99680873e+04]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00982275 -0.00769357 -0.01407242 ...  0.1882248   0.1882248
  0.1882248 ]","[110, 404]",[ 23.82753413 926.53673602],"[6.166135337833296, 8.565495071999749]",[ 94.93947589 255.078115  ],[ 2.1825349 67.714596 ],[ 92.75694099 187.363519  ],368.8052624,276.04832141,0.6787344985217962,0.7143146811498469
212,hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,1.5,22,5,nts-Eukaryote Total RNA Nano_2020-12-11_09-26-01_Sample5.csv,"[-3.32676491e+00 -3.38059313e+00 -3.43045152e+00 ...  1.98394867e+04
  1.99037096e+04  1.99680873e+04]",[17.   17.05 17.1  ... 69.85 69.9  69.95],"[-0.00034653  0.01332755  0.03046911 ...  0.1334534   0.1334534
  0.1334534 ]","[110, 405]",[ 23.82753413 933.32343723],"[6.175253794425643, 9.487728721462986]",[ 92.60526831 197.108428  ],[-0.17145486 61.9782635 ],[ 92.77672317 135.1301645 ],307.4832576999999,214.7065345299999,0.6293714571650307,0.6623639622396715
